0 0
0 3006
0 4586
0 4152
0 2289
0 392
0 -178
0 1076
0 3493
0 5637
0 6160
0 4608
0 1701
0 -1088
0 -2408
0 -1818
0 -40
0 1487
0 1490
0 -369
0 -3273
0 -5726
0 -6438
0 -5090
0 -2518
0 -216
0 561
0 -459
0 -2417
0 -3836
0 -3526
0 -1307
0 1867
0 4467
0 5279
0 4126
0 1953
0 254
0 173
0 1808
0 4156
0 5712
0 5372
0 3103
0 -28
0 -2484
0 -3155
0 -2013
0 -112
0 1060
0 484
0 -1766
0 -4557
0 -6366
0 -6181
0 -4108
0 -1306
0 703
0 939
0 -461
0 -2338
0 -3214
0 -2193
0 485
0 3579
0 5565
0 5541
0 3749
0 1426
0 52
0 465
0 2356
0 4460
0 5314
0 4144
0 1338
0 -1773
0 -3699
0 -3660
0 -2044
0 -154
0 581
0 -523
0 -2988
0 -5451
0 -6475
0 -5407
0 -2770
0 45
0 1603
0 1273
0 -408
0 -2071
0 -2347
0 -702
0 2224
0 4993
0 6207
0 5341
0 3044
0 744
0 -200
0 676
0 2683
0 4388
0 4482
0 2579
0 -541
0 -3387
0 -4627
0 -3872
0 -1895
0 -152
0 96
0 -1447
0 -3936
0 -5883
0 -6047
0 -4181
0 -1184
0 1425
0 2406
0 1526
0 -318
0 -1651
0 -1315
0 819
0 3763
0 5990
0 6336
0 4691
0 2060
0 -39
0 -482
0 796
0 2774
0 3957
0 3292
0 810
0 -2379
0 -4733
0 -5183
0 -3761
0 -1567
0 -98
0 -351
0 -2214
0 -4539
0 -5824
0 -5119
0 -2601
0 520
0 2717
0 3037
0 1664
0 -212
0 -1122
0 -209
0 2245
0 4977
0 6488
0 5937
0 3637
0 874
0 -863
0 -765
0 826
0 2631
0 3212
0 1849
0 -1014
0 -4020
0 -5695
0 -5314
0 -3327
0 -1077
0 8
0 -725
0 -2768
0 -4754
0 -5284
0 -3770
0 -799
0 2201
0 3809
0 3434
0 1663
0 -112
0 -539
0 875
0 3459
0 5768
0 6447
0 5040
0 2263
0 -417
0 -1655
0 -1015
0 775
0 2279
0 2223
0 275
0 -2743
0 -5329
0 -6190
0 -5001
0 -2596
0 -459
0 162
0 -998
0 -3070
0 -4573
0 -4314
0 -2114
0 1074
0 3717
0 4604
0 3553
0 1510
0 -36
0 46
0 1850
0 4364
0 6073
0 5871
0 3719
0 680
0 -1708
0 -2344
0 -1203
0 660
0 1760
0 1081
0 -1296
0 -4232
0 -6195
0 -6172
0 -4263
0 -1620
0 240
0 346
0 -1157
0 -3106
0 -4018
0 -3000
0 -290
0 2864
0 4938
0 5028
0 3374
0 1206
0 0
0 583
0 2638
0 4891
0 5873
0 4808
0 2080
0 -981
0 -2889
0 -2865
0 -1299
0 505
0 1125
0 -116
0 -2735
0 -5359
0 -6547
0 -5639
0 -3153
0 -476
0 963
0 541
0 -1199
0 -2885
0 -3147
0 -1455
0 1548
0 4420
0 5760
0 5038
0 2899
0 768
0 -8
0 1029
0 3180
0 5004
0 5190
0 3349
0 260
0 -2584
0 -3854
0 -3164
0 -1283
0 334
0 435
0 -1268
0 -3923
0 -6034
0 -6354
0 -4631
0 -1761
0 742
0 1645
0 720
0 -1133
0 -2437
0 -2038
0 188
0 3249
0 5611
0 6108
0 4624
0 2159
0 224
0 -63
0 1352
0 3439
0 4702
0 4084
0 1616
0 -1589
0 -3990
0 -4519
0 -3204
0 -1143
0 171
0 -246
0 -2279
0 -4768
0 -6204
0 -5633
0 -3230
0 -198
0 1935
0 2225
0 857
0 -977
0 -1810
0 -790
0 1793
0 4671
0 6339
0 5949
0 3813
0 1208
0 -382
0 -156
0 1534
0 3406
0 4018
0 2653
0 -244
0 -3315
0 -5081
0 -4818
0 -2971
0 -879
0 38
0 -865
0 -3070
0 -5203
0 -5859
0 -4445
0 -1550
0 1405
0 2998
0 2643
0 928
0 -758
0 -1066
0 489
0 3227
0 5697
0 6540
0 5292
0 2666
0 121
0 -1001
0 -273
0 1571
0 3093
0 3019
0 1019
0 -2079
0 -4771
0 -5760
0 -4717
0 -2473
0 -504
0 -52
0 -1371
0 -3583
0 -5202
0 -5031
0 -2889
0 270
0 2916
0 3838
0 2856
0 913
0 -505
0 -272
0 1693
0 4372
0 6245
0 6197
0 4187
0 1272
0 -1013
0 -1575
0 -394
0 1473
0 2540
0 1793
0 -679
0 -3734
0 -5835
0 -5964
0 -4217
0 -1741
0 -44
0 -91
0 -1729
0 -3783
0 -4771
0 -3795
0 -1096
0 2078
0 4204
0 4376
0 2832
0 801
0 -248
0 501
0 2725
0 5140
0 6272
0 5339
0 2722
0 -252
0 -2100
0 -2051
0 -495
0 1261
0 1800
0 448
0 -2301
0 -5073
0 -6418
0 -5672
0 -3350
0 -831
0 463
0 -81
0 -1917
0 -3666
0 -3955
0 -2257
0 785
0 3724
0 5159
0 4558
0 2562
0 591
0 -15
0 1191
0 3502
0 5470
0 5779
0 4036
0 1018
0 -1784
0 -3044
0 -2378
0 -558
0 965
0 946
0 -901
0 -3712
0 -5985
0 -6467
0 -4903
0 -2182
0 186
0 977
0 -31
0 -1933
0 -3250
